,title,link,summary,published,tags,category,credit,source,lemmatized_text,audio
217,"Jak přežít vedra: dejte pyžamo do mrazáku, vynechte těžké smetanové omáčky",https://www.lidovky.cz/relax/zdravi/jak-prezit-vedra-dejte-pyzamo-do-mrazaku-vynechte-tezke-smetanove-omacky.A130618_141837_ln-zdravi_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Teploty se drží nad třiceti stupni a trápí snad všechny. Univerzální rada, jak přežít vedra zní: dělat jen fyzicky nenáročnou práci a hlavně dodržovat pitný režim. Můžete ale vyzkoušet i méně obvyklé triky a dát si například pyžamo do mrazáku.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=19, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=170, tm_isdst=0)",['Relax - Zdraví'],Zajímavosti,Lidové noviny,lidovky.cz,"jak přežít vedro : dát pyžamo do mrazák , vynechat těžký smetanový omáčka teplota se držet nad třicet stupeň a trápit snad všechen . univerzální rada , jak přežít vedro znít : dělat jen fyzicky náročný práce a hlavně dodržovat pitný režim . moci ale vyzkoušet i málo obvyklý trik a dát se například pyžamo do mrazák .",jak_prezit_vedra_dejte_pyzamo_do_mrazaku_vynechte_tezke_smetanove_omacky.wav
218,V Thomayerově nemocnici otevřeli banku mozkových tkání. Budou zkoumat Parkinsona či Alzheimera,https://www.lidovky.cz/relax/zdravi/v-thomayerove-nemocnici-otevreli-banku-mozkovych-tkani-budou-zkoumat-parkinsonovu-chorobu-ci-alzheim.A210618_183521_ln-zdravi_likv#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"V pražské Fakultní Thomayerově nemocnici otevřeli banku mozkových tkání, je jediná na východ od Mnichova. Bude uchovávat vzorky mozků pacientů s neurodegenerativními nemocemi, jako je Parkinsonova choroba nebo Alzheimerova demence. Má jako instituce pomoci s jejich výzkumem a vývojem nových léků. U příležitosti otevření banky to řekl přednosta Neurologické kliniky nemocnice Robert Rusina.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=18, tm_hour=16, tm_min=35, tm_sec=0, tm_wday=4, tm_yday=169, tm_isdst=0)",['Relax - Zdraví'],Zajímavosti,ČTK,lidovky.cz,"v Thomayerův nemocnice otevřít banka mozkový tkáň . být zkoumat Parkinson či Alzheimer v pražský fakultní Thomayerův nemocnice otevřít banka mozkový tkáň , být jediný na východ od Mnichov . být uchovávat vzorek mozek pacient s neurodegenerativní nemoc , jako být Parkinsonův choroba nebo Alzheimerův demence . mít jako instituce pomoc s jeho výzkum a vývoj nový lék . u příležitost otevření banka ten říci přednosta neurologický klinika nemocnice Robert Rusin .",v_thomayerove_nemocnici_otevreli_banku_mozkovych_tkani_budou_zkoumat_parkinsona_ci_alzheimera.wav
219,"Vedra udeřila, co si dát v horku k večeři? Zkuste ovocný salát nebo kuskus, na knedlíky zapomeňte",https://www.lidovky.cz/relax/dobra-chut/vedra-uderila-co-si-dat-v-horku-k-veceri-zkuste-ovocny-salat-nebo-kuskus-na-knedliky-zapomente.A130620_141249_dobra-chut_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"V horkých letních dnech není důležitý pouze pitný režim, ale také to, co jíte. Z jídelníčku by měly zmizet těžké smetanové omáčky i knedlíky. Zkuste místo nich konzumovat spíše lehká zeleninová jídla, saláty a ovoce.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=18, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=169, tm_isdst=0)",['Relax - Dobrá chuť'],Zajímavosti,Shutterstock,lidovky.cz,"vedro udeřit , co se dát v horko k večeře ? zkusit ovocný salát nebo kuskus , na knedlík zapomenout v horký letní den být důležitý pouze pitný režim , ale také ten , co jíst . z jídelníček být mít zmizet těžký smetanový omáčka i knedlík . zkusit místo on konzumovat spíše lehký zeleninový jídlo , salát a ovoce .",vedra_uderila_co_si_dat_v_horku_k_veceri_zkuste_ovocny_salat_nebo_kuskus_na_knedliky_zapomente.wav
220,Jak přežít tropická vedra bez úhony? Přinášíme užitečné tipy,https://www.lidovky.cz/relax/zdravi/jak-prezit-tropicka-vedra-bez-uhony-prinasime-uzitecne-tipy.A130726_114550_ln-zdravi_vs#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Česko o víkendu čekají tropické teploty, možná nejvyšší za celý rok. Rtuť teploměru se může vyšplhat až ke čtyřiceti stupňům Celsia. Proto neuškodí si připomenout užitečné tipy, jak extrémní vedro ve zdraví a bez úhony přežít.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=18, tm_hour=12, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=169, tm_isdst=0)",['Relax - Zdraví'],Zajímavosti,Shutterstock,lidovky.cz,"jak přežít tropický vedro bez úhona ? přinášet užitečný tip Česko o víkend čekat tropický teplota , možná vysoký za celý rok . rtuť teploměr se moci vyšplhat až k čtyřicet stupeň Celsius . proto uškodit se připomenout užitečný tip , jak extrémní vedro v zdraví a bez úhona přežít .",jak_prezit_tropicka_vedra_bez_uhony_prinasime_uzitecne_tipy.wav
221,"Po očkování se pořádně vyspěte, radí imunoložka. Covid bychom podle ní měli brát jako zdvižený prst přírody",https://www.lidovky.cz/relax/lide/po-ockovani-se-poradne-vyspete-radi-imunolozka-covid-bychom-podle-ni-meli-brat-jako-zdvizeny-prst-pr.A210616_125102_lide_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Respektovaná imunoložka a mikrobioložka Blanka Říhová o covidu jako zdviženém prstu přírody, o tom, jak souvisí psychická pohoda se zdravím a proč se imunita nikdy nesmí nudit.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=18, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=169, tm_isdst=0)",['Relax - Lidé'],Zajímavosti,MAFRA,lidovky.cz,"po očkování se pořádně vyspat , radit imunoložka . Covid být podle on mít brát jako zdvižený prst příroda respektovaný imunoložka a mikrobioložka blanka Říhová o covida jako zdvižený prst příroda , o ten , jak souviset psychický pohoda s zdraví a proč se imunita nikdy smět nudit .",po_ockovani_se_poradne_vyspete_radi_imunolozka_covid_bychom_podle_ni_meli_brat_jako_zdvizeny_prst_prirody.wav
222,Řecko přehledně. Kdo má cestování snazší a co je nutné vyplnit?,https://www.lidovky.cz/cestovani/recko-prehledne-kdo-ma-cestovani-snazsi-a-co-je-nutne-vyplnit.A210615_111729_ln-cestovani_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Tradiční destinací, kam letecky na dovolenou míří nejvíce Čechů, jsou bezpochyby řecké ostrovy. Například podle statistik Invia se sem v létě chystá 27 procent klientů této cestovní agentury. „Zájem roste zejména v posledních třech týdnech. V tuto chvíli jsme tak na číslech, na jaká jsme byli zvyklí před pandemií,“ říká Jan Bezděk, mluvčí CK Ficher. Vliv na to má zlepšující se covidová situace, rostoucí proočkovanost i uvolňující se pravidla cestování.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=18, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=169, tm_isdst=0)",['Relax - Cestování'],Zajímavosti,Profimedia,lidovky.cz,"Řecko přehledně . kdo mít cestování snadný a co být nutný vyplnit ? tradiční destinace , kam letecky na dovolená mířit hodně Čech , být bezpochyby řecký ostrov . například podle statistika Invia se sem v léto chystat 27 procento klient tento cestovní agentura . „ zájem růst zejména v poslední tři týden . v tento chvíle být tak na číslo , na jaký být být zvyklý před pandemie , “ říkat Jan Bezděk , mluvčí CK Ficher . vliv na ten mít zlepšující se covidovat situace , rostoucí proočkovanost i uvolňující se pravidlo cestování .",recko_prehledne_kdo_ma_cestovani_snazsi_a_co_je_nutne_vyplnit.wav
223,"V Sudetech se skrývají pravé poklady moderní architektury, patří k nim i Zenkerova vila",https://www.lidovky.cz/relax/design/rukavickarova-vila-v-abertamech.A210614_134440_ln-bydleni_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Nejen ve velkých městech můžeme nalézt architektonické perly. Některé se skrývají i na venkově v místech, kde by je člověk nehledal. Na jedno takové se dnes podíváme.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=18, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=169, tm_isdst=0)",['Relax - Design'],Zajímavosti,Zdeněk Lukeš,lidovky.cz,"v Sudety se skrývat pravý poklad moderní architektura , patřit k on i Zenkerův vila nejen v velký město moci nalézt architektonický perla . některý se skrývat i na venkov v místo , kde být on člověk hledat . na jeden takový se dnes podívat .",v_sudetech_se_skryvaji_prave_poklady_moderni_architektury_patri_k_nim_i_zenkerova_vila.wav
224,Nová Etapa a legendární loupáky. Bez zkušeností vlétli ze světa foodblogerů do reálné gastronomie,https://www.lidovky.cz/relax/dobra-chut/nova-etapa-a-legendarni-loupaky-bez-zkusenosti-vletli-ze-sveta-foodblogeru-do-realne-gastronomie.A210608_105607_dobra-chut_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,Své karlínské bistro otevřeli v lednu minulého roku a zájemce zprvu téměř nestíhali obsloužit. Dnes manželé Petr (36) a Gabriela (33) Ogurčákovi otevírají k vyhlášenému podniku i malý krámek a chystají se na další pobočku v Dejvicích.,"FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=18, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=169, tm_isdst=0)",['Relax - Dobrá chuť'],Zajímavosti,PG Foodies,lidovky.cz,nový etapa a legendární loupák . bez zkušenost vlétnout z svět foodbloger do reálný gastronomie svůj karlínský bistro otevřít v leden minulý rok a zájemce zprvu téměř stíhat obsloužit . dnes manžel Petr ( 36 ) a Gabriela ( 33 ) Ogurčák otevírat k vyhlášený podnik i malý krámek a chystat se na další pobočka v Dejvice .,nova_etapa_a_legendarni_loupaky_bez_zkusenosti_vletli_ze_sveta_foodblogeru_do_realne_gastronomie.wav
225,Při autonehodě zemřel bývalý šéf českého Avastu Steckler. Bylo mu 62 let,https://www.lidovky.cz/relax/lide/zemrel-byvaly-generalni-reditel-antivirove-firmy-avast-vince-steckler-bylo-mu-6.A210617_180558_lide_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,Bývalý generální ředitel antivirové firmy Avast Vince Steckler zemřel ve věku 62 let při autonehodě v kalifornském městě Irvine. O úterní nehodě informoval v tiskové zprávě Avast. Steckler nastoupil do čela české společnosti v roce 2009 a vedl ji přes deset let.,"FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=16, tm_min=53, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Relax - Lidé'],Zajímavosti,MAFRA,lidovky.cz,při autonehoda zemřít bývalý šéf český Avast Steckler . být on 62 rok bývalý generální ředitel antivirový firma Avast Vince Steckler zemřít v věk 62 rok při autonehoda v kalifornský město Irvine . o úterní nehoda informovat v tiskový zpráva Avast . Steckler nastoupit do čelo český společnost v rok 2009 a vést on přes deset rok .,pri_autonehode_zemrel_byvaly_sef_ceskeho_avastu_steckler_bylo_mu_62_let.wav
226,"‚Jsem všude, také tedy ve vás.‘ Rodina Libuše Šafránkové zveřejnila dojemné parte",https://www.lidovky.cz/relax/lide/jsem-vsude-take-tedy-ve-vas-rodina-libuse-safrankove-zverejnila-parte.A210617_150921_lide_jto#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Rodina nedávno zesnulé populární herečky Libuše Šafránkové zveřejnila parte. Černobílou fotografii doprovází text Františka Drtikola. Rozloučení s Šafránkovou se uskuteční 25. června, fanoušci ho budou moct sledovat online.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=13, tm_min=26, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Relax - Lidé'],Zajímavosti,Národní divadlo,lidovky.cz,"‚ být všude , také tedy v ty . ‘ rodina Libuše Šafránková zveřejnit dojemný parte rodina nedávno zesnulý populární herečka Libuše Šafránková zveřejnit parte . černobílý fotografie doprovázet text František Drtikol . rozloučení s Šafránková se uskutečnit 25 . červen , fanoušek on být moci sledovat online .",jsem_vsude_take_tedy_ve_vas_rodina_libuse_safrankove_zverejnila_dojemne_parte.wav
227,"Bez loga a zapínání, za to s čekací listinou. Kanye West navrhl pro značku GAP bundu",https://www.lidovky.cz/relax/moda/bez-loga-a-zapinani-za-to-s-cekaci-listinou-kanye-west-navrhl-pro-znacku-gap-bundu.A210616_094359_moda_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Na co sáhne, vyprodá se během několika minut. S tímto renomé se Kanye West, raper přeškolený na designéra, loni stal spolupracovníkem oděvního řetězce GAP. Ten ve slavném kreativci vidí tažnou kobylu, která by k jeho štendrům mohla přilákat mladé zákazníky zvyklé nakupovat online. Z jejich desetileté spolupráce by kromě předpokládaného výdělku 970 milionů dolarů měla vzniknout kolekce oblečení pro ženy, muže i děti. V nabídce bude chybět pouze obuv, neboť West je do roku 2026 upsán u obuvnického gigantu Adidas.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Relax - Móda'],Zajímavosti,Profimedia,lidovky.cz,"bez logo a zapínání , za ten s čekací listina . Kanye West navrhnout pro značka Gap bund na co sáhnout , vyprodat se během několik minuta . s tento renomé se Kanye West , raper přeškolený na designer , vloni stát spolupracovník oděvní řetězec Gap . ten v slavný kreativec vidět tažný kobyla , který být k jeho štendrum moci přilákat mladý zákazník zvyklý nakupovat online . z jeho desetiletý spolupráce být kromě předpokládaný výdělek 970 milión dolar mít vzniknout kolekce oblečení pro žena , muž i dítě . v nabídka být chybět pouze obuv , neboť West být do rok 2026 upsat u obuvnický gigant Adidas .",bez_loga_a_zapinani_za_to_s_cekaci_listinou_kanye_west_navrhl_pro_znacku_gap_bundu.wav
228,"Chystáte se do Řecka či Albánie? Podívejte se, jaké formuláře musíte vyplnit a kdy se testovat",https://www.lidovky.cz/cestovani/chystate-se-do-recka-ci-albanie-podivejte-se-jake-formulare-musite-vyplnit-a-kdy-se-testovat.A210614_161307_ln-cestovani_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Napsat o Řecku, že je to přímořský stát, je asi slabý výraz. Ač rozlohou nejde dnes již o nijak velkou zemi, délku pobřeží má přímo impozantní, neuvěřitelných 15 tisíc kilometrů. Západní část omývají vody Jónského moře. Většina českých turistů míří právě na některý z jónských ostrovů.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Relax - Cestování'],Zajímavosti,Profimedia,lidovky.cz,"chystat se do Řecko či Albánie ? podívat se , jaký formulář muset vyplnit a kdy se testovat napsat o Řecko , že být ten přímořský stát , být asi slabý výraz . ač rozloha jít dnes již o nijak velký země , délka pobřeží mít přímo impozantní , uvěřitelný 15 tisíc kilometr . západní část omývat voda jónský moře . většina český turista mířit právě na některý z jónský ostrov .",chystate_se_do_recka_ci_albanie_podivejte_se_jake_formulare_musite_vyplnit_a_kdy_se_testovat.wav
229,"Jak to chodí v opeře. Dnes si nahrávky financujeme sami, říká sopranistka Kateřina Kněžíková",https://www.lidovky.cz/relax/lide/jak-to-chodi-v-opere-dnes-si-nahravky-financujeme-sami-rika-sopranistka-katerina-knezikova.A210614_140010_lide_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Se sopranistkou Kateřinou Kněžíkovou o jejím novém albu, životě umělců během pandemie i o chuti natáčet Smetanovy a Janáčkovy opery.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Relax - Lidé'],Zajímavosti,NÁRODNÍ DIVADLO MORAVSKOSLEZSKÉ/Hana Smejkalová,lidovky.cz,"jak ten chodit v opera . dnes se nahrávka financovat sám , říkat sopranistka Kateřina Kněžíková s sopranistka Kateřina Kněžíková o jeho nový album , život umělec během pandemie i o chuť natáčet Smetanův a Janáčkův opera .",jak_to_chodi_v_opere_dnes_si_nahravky_financujeme_sami_rika_sopranistka_katerina_knezikova.wav
230,Vědci pracují na syntetických krvinkách. Žene je nedostatek dárců,https://www.lidovky.cz/relax/zdravi/na-synteticke-krvinky-si-pockame-vedce-zene-nedostatek-darcu-a-vidina-obriho-by.A210609_102822_ln-zdravi_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Vědci intenzivně pracují na „výrobě“ umělé krve, která by nahradila lidskou. Důvodů je víc. Nedostatek dárců, prodloužení skladovatelnosti krve při běžných teplotách, ale též vidina obřího byznysu.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Relax - Zdraví'],Zajímavosti,Shutterstock,lidovky.cz,"vědec pracovat na syntetický krvinka . hnát on nedostatek dárce vědec intenzivně pracovat na „ výroba “ umělý krev , který být nahradit lidský . důvod být hodně . nedostatek dárce , prodloužení skladovatelnost krev při běžný teplota , ale též vidina obří byznys .",vedci_pracuji_na_syntetickych_krvinkach_zene_je_nedostatek_darcu.wav
231,"Z ekodesignu bude za několik let standard. Se selským rozumem si v něm ale nevystačíme, říká Eliška Knotková",https://www.lidovky.cz/relax/design/z-ekodesignu-bude-za-nekolik-let-standard-se-selskym-rozumem-si-v-nem-ale-nevystacime-rika-eliska-kn.A210525_130214_ln-bydleni_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Když se dáte do řeči s designérkou, asi nečekáte, že vás zavede do scifi světa, kde se podrážky bot vyrábí ze sinic a domy zateplují houbovým myceliem. Ani, že dostanete rychlokurs cirkulární ekonomiky a posuzování životního cyklu plastových tašek. Eliška Knotková se ale zkrátka dívá na design trochu jinýma očima a vidí v něm nové výzvy i nové možnosti.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Relax - Design'],Zajímavosti,Archiv Elišky Knotkové,lidovky.cz,"z ekodesign být za několik rok standard . s selský rozum se v on ale vystačit , říkat Eliška Knotková když se dát do řeč s designérka , asi čekat , že ty zavést do scifi svět , kde se podrážka bota vyrábět z sinice a dům zateplovat houbový mycelium . ani , že dostat rychlokurs cirkulární ekonomika a posuzování životní cyklus plastový taška . Eliška Knotková se ale zkrátka dívat na design trochu jiný oko a vidět v on nový výzva i nový možnost .",z_ekodesignu_bude_za_nekolik_let_standard_se_selskym_rozumem_si_v_nem_ale_nevystacime_rika_eliska_knotkova.wav
232,PĚŠKY SAMA DO ISTANBULU: Achillovka stávkuje. Já nasazuju ponožky a sandále jako správná Češka,https://www.lidovky.cz/cestovani/pesky-sama-do-istanbulu-achillovka-stavkuje-ze-to-dal-nejde-ja-nasazuju-ponozky-a-sandale-jako-sprav.A210615_110329_ln-cestovani_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Já to říkám neustále. Člověk si může plánovat co chce, ale stejně to tak nebude. Naštěstí mám velkou schopnost přizpůsobovat se.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=11, tm_min=4, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Relax - Cestování'],Zajímavosti,Nicolette Havlová,lidovky.cz,"pěšky sám do Istanbul : achilovka stávkovat . já nasazovat ponožka a sandál jako správný Češka já ten říkat neustále . člověk se moci plánovat co chtít , ale stejně ten tak být . naštěstí mít velký schopnost přizpůsobovat se .",pesky_sama_do_istanbulu_achillovka_stavkuje_ja_nasazuju_ponozky_a_sandale_jako_spravna_ceska.wav
233,Podprsenky i kalhotky pro všechny tvary. Spodní prádlo českých designérek se objevilo i v britském Vogue,https://www.lidovky.cz/relax/design/ceske-spodni-pradlo-pro-vsechny-tvary-chceme-aby-sedelo-kazde-zene-a-podle-toho-vybirame-modelky-rik.A210608_142204_ln-bydleni_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Alžběta Žáková (29) a Anna Bolha (30) jsou sestry, které před dvěma lety založily vlastní značku spodního prádla. Kalhotky a podprsenky z jemného bambusového úpletu dnes šijí švadleny v Brně a přišívají k nim cedulky Corpus Lingerie. Tak se jmenuje české prádlo, které je určeno pro všechny postavy – se špíčky, bez prsou nebo s kůží samá piha.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Relax - Design'],Zajímavosti,Lucie Fenclová,lidovky.cz,"podprsenka i kalhotky pro všechen tvar . spodní prádlo český designérka se objevit i v britský Vogue Alžběta Žáková ( 29 ) a Anna Bolha ( 30 ) být sestra , který před dva rok založit vlastní značka spodní prádlo . kalhotky a podprsenka z jemný bambusový úplet dnes šít švadlena v Brno a přišívat k on cedulka corpus Lingerie . tak se jmenovat český prádlo , který být určit pro všechen postava – s špíček , bez prsa nebo s kůže samý piha .",podprsenky_i_kalhotky_pro_vsechny_tvary_spodni_pradlo_ceskych_designerek_se_objevilo_i_v_britskem_vogue.wav
234,"Přibalte si raději sadu roušek, zábavu v noci ale nečekejte. Na co se připravit, když vyrážíte do Chorvatska",https://www.lidovky.cz/cestovani/pribalte-si-radeji-sadu-rousek-zabavu-v-noci-ale-necekejte-na-co-se-pripravit-kdyz-vyrazite-do-chorv.A210614_155806_ln-cestovani_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"S opadající pandemií se chorvatské pláže opět začínají zaplňovat. „Chorvati letos doufají v půl milionu českých turistů,“ řekl LN český konzul v Záhřebu Pavel Duchoň.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Relax - Cestování'],Zajímavosti,Profimedia,lidovky.cz,"přibalit se rád sada rouško , zábava v noc ale čekat . na co se připravit , když vyrážet do Chorvatsko s opadající pandemie se chorvatský pláž opět začínat zaplňovat . „ Chorvat letos doufat v půl milión český turista , “ říci LN český konzul v Záhřeb Pavel Duchoň .",pribalte_si_radeji_sadu_rousek_zabavu_v_noci_ale_necekejte_na_co_se_pripravit_kdyz_vyrazite_do_chorvatska.wav
235,Rakouský Muttereralm. Traily nad Innsbruckem pro všechny,https://www.lidovky.cz/cestovani/muttereralm-traily-nad-innsbruckem-pro-vsechny.A210610_213547_ln-cestovani_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Rakouský Muttereralm je menší lyžařské středisko nad Innsbruckem, v létě se však promění v mekku innsbruckého bikingu, což podtrhuje i tím, že je už takřka pravidelným dějištěm velkolepé bikové akce Crankworx. Kola můžete doplnit pěšími výlety do hor kolem jezera Panoramasee nebo si dát dlouhý sjezd na horských kárách.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Relax - Cestování'],Zajímavosti,Tomáš Rucký,lidovky.cz,"rakouský Muttereralm . Trail nad Innsbruck pro všechen rakouský Muttereralm být malý lyžařský středisko nad Innsbruck , v léto se však proměnit v mekko innsbrucký biking , což podtrhovat i ten , že být už takřka pravidelný dějiště velkolepý bikový akce Crankworx . kolo moci doplnit pěší výlet do hora kolem jezero Panoramasee nebo se dát dlouhý sjezd na horský kára .",rakousky_muttereralm_traily_nad_innsbruckem_pro_vsechny.wav
236,"Obezita pravděpodobně urychluje stárnutí mozku, ukázala mezinárodní studie s českou účastí",https://www.lidovky.cz/relax/zdravi/obezita-zrejme-urychluje-starnuti-mozku-ukazala-mezinarodni-studie-s-ceskou-ucasti.A210615_092555_ln-zdravi_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Obezita zřejmě urychluje stárnutí mozku a zhoršuje průběh psychických nemocí, ukázala mezinárodní studie vědců, do které se zapojil i Národní ústav duševního zdraví (NUDZ).","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=7, tm_min=33, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Relax - Zdraví'],Zajímavosti,Shutterstock,lidovky.cz,"obezita pravděpodobně urychlovat stárnutí mozek , ukázat mezinárodní studie s český účast obezita zřejmě urychlovat stárnutí mozek a zhoršovat průběh psychický nemoc , ukázat mezinárodní studie vědec , do který se zapojit i národní ústav duševní zdraví ( NUDZ ) .",obezita_pravdepodobne_urychluje_starnuti_mozku_ukazala_mezinarodni_studie_s_ceskou_ucasti.wav
237,Chorvatsko přehledně. Kdy potřebujete test a jak je to s návratem domů?,https://www.lidovky.cz/cestovani/prehledne-informace-o-dovolene-v-chorvatsku-kdy-potrebujete-test-a-jak-je-to-s-navratem-domu.A210614_101920_ln-cestovani_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,Každoročně nejoblíbenější destinací Čechů pro dovolenou u moře je Chorvatsko. A nejinak tomu bude podle odhadů i letos.,"FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Relax - Cestování'],Zajímavosti,Profimedia,lidovky.cz,Chorvatsko přehledně . kdy potřebovat test a jak být ten s návrat domů ? každoročně oblíbený destinace Čech pro dovolená u moře být Chorvatsko . a nejinak ten být podle odhad i letos .,chorvatsko_prehledne_kdy_potrebujete_test_a_jak_je_to_s_navratem_domu.wav
238,"Pacienti se vzácnými chorobami v pandemii trpěli. Na očkování přitom čekali déle než učitelé, říká Anna Arellanesová",https://www.lidovky.cz/relax/zdravi/pacienti-se-vzacnymi-chorobami-v-pandemii-trpeli-na-ockovani-pritom-cekali-dele-nez-ucitele-rika-ann.A210611_092416_ln-zdravi_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Zakladatelka a předsedkyně České asociace pro vzácná onemocnění Anna Arellanesová o životě pacientů se vzácným onemocněním, o pátrání po správné diagnóze i o tom, co těžké chvíle přinášejí pozitivního.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Relax - Zdraví'],Zajímavosti,MAFRA,lidovky.cz,"pacient s vzácný choroba v pandemie trpět . na očkování přitom čekat dlouho než učitel , říkat Anna Arellanesový zakladatelka a předsedkyně český asociace pro vzácný onemocnění Anna Arellanesová o život pacient s vzácný onemocnění , o pátrání po správný diagnóza i o ten , co těžký chvíle přinášet pozitivní .",pacienti_se_vzacnymi_chorobami_v_pandemii_trpeli_na_ockovani_pritom_cekali_dele_nez_ucitele_rika_anna_arellanesova.wav
